ObsSampleID,Date,Observer,Time_Start,Time_End,Activity,Duration
OS98063,6/13/2012,Obs2,13:00:35,15:43:57,Field work - darting,2:43:22
OS91415,6/13/2012,Obs1,17:20:36,17:35:36,Field work - returning to camp,0:15:00
OS92190,6/14/2012,Obs4,7:30:22,8:30:22,Field work - search for groups,1:00:00
OS91416,6/14/2012,Obs1,8:10:52,13:00:52,Field work - habituation,4:50:00
OS92190,6/14/2012,Obs4,8:38:43,13:00:43,Field work - behavioral data,4:22:00
OS98064,6/14/2012,Obs2,9:49:25,15:26:07,Field work - darting,5:36:42
OS91416,6/14/2012,Obs1,13:00:01,14:04:01,Field work - search for groups,1:04:00
OS92190,6/14/2012,Obs4,13:01:14,14:00:14,Field work - search for groups,0:59:00
OS92190,6/14/2012,Obs4,14:00:42,18:00:42,Field work - behavioral data,4:00:00
OS91416,6/14/2012,Obs1,14:04:28,18:00:28,Field work - darting,3:56:00
OS98064,6/14/2012,Obs2,15:26:11,15:35:39,Field work - returning to camp,0:09:28
OS98064,6/14/2012,Obs2,16:14:17,18:41:44,Field work - darting,2:27:27
OS91416,6/14/2012,Obs1,18:00:43,18:10:43,Field work - returning to camp,0:10:00
OS98065,6/15/2012,Obs2,5:35:40,11:59:13,Field work - darting,6:23:33
OS92191,6/15/2012,Obs4,8:00:43,11:28:43,Field work - search for groups,3:28:00
OS98065,6/15/2012,Obs2,11:59:16,12:38:27,Field work - returning to camp,0:39:11
OS92191,6/15/2012,Obs4,12:03:42,13:00:42,Field work - search for groups,0:57:00
OS98067,6/17/2012,Obs2,5:30:32,18:30:00,Field work - darting,12:59:28
OS92193,6/17/2012,Obs4,7:30:16,8:07:16,Field work - search for groups,0:37:00
OS91419,6/17/2012,Obs1,7:30:18,8:35:18,Field work - search for groups,1:05:00
OS92193,6/17/2012,Obs4,8:08:16,10:50:16,Field work - behavioral data,2:42:00
OS91419,6/17/2012,Obs1,8:48:27,10:30:27,Field work - search for groups,1:42:00
OS91419,6/17/2012,Obs1,10:30:05,14:03:05,Field work - behavioral data,3:33:00
OS92193,6/17/2012,Obs4,10:50:28,12:19:28,Field work - returning to camp,1:29:00
OS98068,6/18/2012,Obs2,5:57:22,8:30:00,Field work - darting,2:32:38
OS92194,6/18/2012,Obs4,6:00:16,14:15:16,Field work - darting,8:15:00
OS98068,6/18/2012,Obs2,8:30:00,8:35:00,Field work - returning to camp,0:05:00
OS98068,6/18/2012,Obs2,10:45:41,10:56:00,Field work - darting,0:10:19
OS98068,6/18/2012,Obs2,10:56:08,17:00:00,Field work - other,6:03:52
OS98068,6/18/2012,Obs2,17:00:00,17:40:00,Field work - returning to camp,0:40:00
OS98069,6/19/2012,Obs2,5:20:27,17:16:45,Field work - darting,11:56:18
OS91421,6/19/2012,Obs1,8:45:34,16:30:34,Field work - habituation,7:45:00
OS92196,6/20/2012,Obs4,7:00:59,7:49:59,Field work - search for groups,0:49:00
OS91422,6/20/2012,Obs1,7:30:54,7:58:54,Field work - search for groups,0:28:00
OS92196,6/20/2012,Obs4,7:50:32,10:00:32,Field work - behavioral data,2:10:00
OS91422,6/20/2012,Obs1,7:58:06,10:00:06,Field work - behavioral data,2:02:00
OS92196,6/20/2012,Obs4,14:00:55,18:00:55,Field work - darting,4:00:00
OS98070,6/20/2012,Obs2,14:27:14,16:33:00,Field work - darting,2:05:46
OS98070,6/20/2012,Obs2,16:32:00,16:41:41,Field work - returning to camp,0:09:41
OS98070,6/20/2012,Obs2,16:57:57,17:58:00,Field work - search for groups,1:00:03
OS98070,6/20/2012,Obs2,17:58:16,18:23:00,Field work - search for groups,0:24:44
OS98070,6/20/2012,Obs2,18:23:42,18:59:42,Field work - returning to camp,0:36:00
OS92197,6/21/2012,Obs4,6:10:37,7:29:37,Field work - search for groups,1:19:00
OS98071,6/21/2012,Obs2,6:17:42,16:05:08,Field work - darting,9:47:26
OS91423,6/21/2012,Obs1,6:48:44,17:47:44,Field work - behavioral data,10:59:00
OS92197,6/21/2012,Obs4,7:29:51,16:00:51,Field work - behavioral data,8:31:00
OS98071,6/21/2012,Obs2,16:05:16,16:24:00,Field work - returning to camp,0:18:44
OS98071,6/21/2012,Obs2,16:34:00,16:54:00,Field work - other,0:20:00
OS98071,6/21/2012,Obs2,16:54:00,17:47:36,Field work - darting,0:53:36
OS98071,6/21/2012,Obs2,17:47:39,18:20:00,Field work - returning to camp,0:32:21
OS91424,6/22/2012,Obs1,6:00:12,11:30:12,Field work - search for groups,5:30:00
OS98072,6/22/2012,Obs2,7:50:54,10:41:12,Field work - other,2:50:18
OS92198,6/22/2012,Obs4,8:00:22,9:00:22,Field work - search for groups,1:00:00
OS92198,6/22/2012,Obs4,9:00:32,17:38:32,Field work - behavioral data,8:38:00
OS98072,6/22/2012,Obs2,10:41:15,11:16:18,Field work - returning to camp,0:35:03
OS91424,6/22/2012,Obs1,11:30:39,13:19:39,Field work - behavioral data,1:49:00
OS98072,6/22/2012,Obs2,11:48:05,15:34:33,Field work - darting,3:46:28
OS91424,6/22/2012,Obs1,13:19:52,16:00:52,Field work - search for groups,2:41:00
OS98072,6/22/2012,Obs2,15:34:35,16:05:00,Field work - returning to camp,0:30:25
OS91424,6/22/2012,Obs1,16:00:28,17:30:28,Field work - behavioral data,1:30:00
OS92199,6/23/2012,Obs4,5:45:06,13:45:06,Field work - search for groups,8:00:00
OS91425,6/23/2012,Obs1,6:00:57,6:14:57,Field work - search for groups,0:14:00
OS91425,6/23/2012,Obs1,6:14:15,14:35:15,Field work - behavioral data,8:21:00
OS98074,6/24/2012,Obs2,6:52:51,12:48:27,Field work - darting,5:55:36
OS91427,6/25/2012,Obs1,12:20:44,16:34:44,Field work - search for groups,4:14:00
OS92201,6/25/2012,Obs4,12:30:40,13:44:40,Field work - search for groups,1:14:00
OS98075,6/25/2012,Obs2,12:51:12,17:32:00,Field work - darting,4:40:48
OS92201,6/25/2012,Obs4,13:45:00,16:20:00,Field work - behavioral data,2:35:00
OS91427,6/25/2012,Obs1,16:34:54,17:40:54,Field work - behavioral data,1:06:00
OS98075,6/25/2012,Obs2,17:32:02,18:19:06,Field work - returning to camp,0:47:04
OS98076,6/26/2012,Obs2,5:23:30,17:41:00,Field work - darting,12:17:30
OS91428,6/26/2012,Obs1,5:48:52,6:07:52,Field work - other,0:19:00
OS91428,6/26/2012,Obs1,6:07:58,17:40:58,Field work - behavioral data,11:33:00
OS92202,6/26/2012,Obs4,8:00:19,10:34:19,Field work - search for groups,2:34:00
OS92202,6/26/2012,Obs4,10:35:52,16:25:52,Field work - behavioral data,5:50:00
OS91429,6/27/2012,Obs1,5:43:47,13:00:47,Field work - behavioral data,7:17:00
OS92203,6/27/2012,Obs4,6:00:13,11:50:13,Field work - behavioral data,5:50:00
OS98077,6/27/2012,Obs2,7:03:53,8:10:13,Field work - darting,1:06:20
OS98077,6/27/2012,Obs2,8:10:17,8:11:00,Field work - returning to camp,0:00:43
OS98077,6/27/2012,Obs2,11:40:24,12:56:00,Field work - darting,1:15:36
OS91429,6/27/2012,Obs1,13:00:17,16:30:17,Field work - search for groups,3:30:00
OS92203,6/27/2012,Obs4,13:20:18,16:30:18,Field work - search for groups,3:10:00
OS98078,6/28/2012,Obs2,5:46:18,13:32:09,Field work - darting,7:45:51
OS92204,6/28/2012,Obs4,8:30:57,9:00:57,Field work - search for groups,0:30:00
OS92204,6/28/2012,Obs4,9:00:42,17:30:42,Field work - behavioral data,8:30:00
OS91430,6/28/2012,Obs1,9:39:44,10:20:44,Field work - search for groups,0:41:00
OS91430,6/28/2012,Obs1,10:20:09,17:40:09,Field work - behavioral data,7:20:00
OS98078,6/28/2012,Obs2,13:32:00,13:46:00,Field work - returning to camp,0:14:00
OS91434,7/2/2012,Obs1,6:20:33,7:40:33,Field work - search for groups,1:20:00
OS92208,7/2/2012,Obs4,6:25:43,6:34:43,Field work - search for groups,0:09:00
OS92208,7/2/2012,Obs4,6:35:13,9:20:13,Field work - behavioral data,2:45:00
OS91434,7/2/2012,Obs1,7:40:46,15:33:46,Field work - habituation,7:53:00
OS92208,7/2/2012,Obs4,9:21:20,12:15:20,Field work - search for groups,2:54:00
OS92208,7/2/2012,Obs4,14:30:01,16:24:01,Field work - search for groups,1:54:00
OS92208,7/2/2012,Obs4,16:25:12,17:20:12,Field work - behavioral data,0:55:00
OS92209,7/3/2012,Obs4,6:00:54,8:50:54,Field work - search for groups,2:50:00
OS91435,7/3/2012,Obs1,7:30:24,8:30:24,Field work - search for groups,1:00:00
OS91435,7/3/2012,Obs1,8:30:33,14:00:33,Field work - habituation,5:30:00
OS92209,7/3/2012,Obs4,8:50:30,14:00:30,Field work - habituation,5:10:00
OS92209,7/3/2012,Obs4,14:00:09,16:00:09,Field work - returning to camp,2:00:00
OS92211,7/5/2012,Obs4,6:00:29,18:00:29,Field work - darting,12:00:00
OS91437,7/5/2012,Obs1,6:45:29,7:16:29,Field work - search for groups,0:31:00
OS91437,7/5/2012,Obs1,7:16:39,17:00:39,Field work - habituation,9:44:00
OS92212,7/6/2012,Obs4,6:40:35,7:14:35,Field work - search for groups,0:34:00
OS91438,7/6/2012,Obs1,6:40:46,7:15:46,Field work - search for groups,0:35:00
OS91438,7/6/2012,Obs1,7:15:18,17:20:18,Field work - behavioral data,10:05:00
OS92212,7/6/2012,Obs4,7:15:19,17:20:19,Field work - behavioral data,10:05:00
OS91438,7/6/2012,Obs1,17:20:28,17:40:28,Field work - returning to camp,0:20:00
OS91439,7/7/2012,Obs1,6:28:32,6:58:32,Field work - search for groups,0:30:00
OS92213,7/7/2012,Obs4,6:30:15,7:04:15,Field work - search for groups,0:34:00
OS91439,7/7/2012,Obs1,6:58:20,17:50:20,Field work - behavioral data,10:52:00
OS92213,7/7/2012,Obs4,7:05:26,17:20:26,Field work - behavioral data,10:15:00
OS91439,7/7/2012,Obs1,17:50:32,18:05:32,Field work - returning to camp,0:15:00
OS91441,7/9/2012,Obs1,8:44:50,10:25:00,Field work - search for groups,1:40:10
OS92215,7/9/2012,Obs4,8:46:53,16:00:53,Field work - darting,7:14:00
OS91441,7/9/2012,Obs1,10:25:00,10:44:00,Field work - habituation,0:19:00
OS91441,7/9/2012,Obs1,10:44:00,16:00:00,Field work - search for groups,5:16:00
OS91441,7/9/2012,Obs1,16:00:00,17:00:00,Field work - returning to camp,1:00:00
OS92216,7/10/2012,Obs4,7:50:09,12:00:09,Field work - search for groups,4:10:00
OS92216,7/10/2012,Obs4,15:00:23,15:20:23,Field work - search for groups,0:20:00
OS92217,7/11/2012,Obs4,6:15:30,6:33:30,Field work - search for groups,0:18:00
OS91443,7/11/2012,Obs1,6:30:13,7:18:00,Field work - search for groups,0:47:47
OS92217,7/11/2012,Obs4,6:34:47,16:20:47,Field work - behavioral data,9:46:00
OS91443,7/11/2012,Obs1,7:18:00,8:00:00,Field work - other,0:42:00
OS92218,7/12/2012,Obs4,6:22:02,6:37:02,Field work - search for groups,0:15:00
OS92218,7/12/2012,Obs4,6:38:17,16:20:17,Field work - behavioral data,9:42:00
OS91444,7/12/2012,Obs1,7:00:10,8:13:10,Field work - search for groups,1:13:00
OS91444,7/12/2012,Obs1,8:13:16,16:20:16,Field work - habituation,8:07:00
OS91444,7/12/2012,Obs1,16:20:55,17:20:00,Field work - returning to camp,0:59:05
OS91445,7/13/2012,Obs1,6:24:35,8:17:35,Field work - search for groups,1:53:00
OS91445,7/13/2012,Obs1,8:17:20,12:15:20,Field work - habituation,3:58:00
OS91445,7/13/2012,Obs1,12:15:32,13:00:32,Field work - returning to camp,0:45:00
OS91446,7/14/2012,Obs1,9:40:12,11:04:12,Field work - search for groups,1:24:00
OS91446,7/14/2012,Obs1,11:04:41,17:40:41,Field work - behavioral data,6:36:00
OS91446,7/14/2012,Obs1,17:40:43,17:45:43,Field work - returning to camp,0:05:00
OS91447,7/15/2012,Obs1,5:30:24,5:37:24,Field work - search for groups,0:07:00
OS91447,7/15/2012,Obs1,5:37:51,16:50:51,Field work - behavioral data,11:13:00
OS92221,7/15/2012,Obs4,7:30:32,10:09:32,Field work - search for groups,2:39:00
OS92221,7/15/2012,Obs4,10:10:44,16:40:44,Field work - habituation,6:30:00
OS91447,7/15/2012,Obs1,16:50:38,17:05:38,Field work - other,0:15:00
OS92222,7/16/2012,Obs4,7:30:04,11:21:04,Field work - search for groups,3:51:00
OS92222,7/16/2012,Obs4,11:22:52,16:00:52,Field work - habituation,4:38:00
OS92224,7/18/2012,Obs4,13:30:34,16:00:34,Field work - other,2:30:00
OS92225,7/19/2012,Obs4,7:00:42,8:07:42,Field work - search for groups,1:07:00
OS91451,7/19/2012,Obs1,7:40:41,8:00:41,Field work - search for groups,0:20:00
OS91451,7/19/2012,Obs1,8:00:48,17:55:48,Field work - behavioral data,9:55:00
OS92225,7/19/2012,Obs4,8:08:17,17:20:17,Field work - behavioral data,9:12:00
OS91451,7/19/2012,Obs1,17:55:04,18:05:04,Field work - returning to camp,0:10:00
OS91452,7/20/2012,Obs1,6:00:17,6:15:17,Field work - search for groups,0:15:00
OS91452,7/20/2012,Obs1,6:15:52,17:50:52,Field work - behavioral data,11:35:00
OS92226,7/20/2012,Obs4,6:30:41,17:50:41,Field work - behavioral data,11:20:00
OS91452,7/20/2012,Obs1,17:50:04,18:05:04,Field work - returning to camp,0:15:00
OS91453,7/21/2012,Obs1,6:00:35,6:10:35,Field work - search for groups,0:10:00
OS91453,7/21/2012,Obs1,6:10:45,17:30:45,Field work - behavioral data,11:20:00
OS92227,7/21/2012,Obs4,6:30:18,9:30:18,Field work - behavioral data,3:00:00
OS92227,7/21/2012,Obs4,9:30:27,13:00:27,Field work - search for groups,3:30:00
OS92227,7/21/2012,Obs4,13:00:43,17:20:43,Field work - behavioral data,4:20:00
OS91453,7/21/2012,Obs1,17:30:33,18:00:33,Field work - returning to camp,0:30:00
OS91454,7/22/2012,Obs1,6:00:00,11:00:00,Field work - other,5:00:00
OS92228,7/22/2012,Obs4,7:00:00,12:49:00,Field work - behavioral data,5:49:00
OS91454,7/22/2012,Obs1,11:00:00,12:55:00,Field work - habituation,1:55:00
OS91454,7/22/2012,Obs1,12:55:00,18:00:00,Field work - other,5:05:00
OS92228,7/22/2012,Obs4,15:00:11,17:20:11,Field work - behavioral data,2:20:00
OS92230,7/24/2012,Obs4,8:45:45,9:33:45,Field work - search for groups,0:48:00
OS92230,7/24/2012,Obs4,9:33:02,16:40:02,Field work - behavioral data,7:07:00
OS91456,7/24/2012,Obs1,13:00:00,14:25:00,Field work - search for groups,1:25:00
OS91456,7/24/2012,Obs1,14:25:02,16:25:02,Field work - behavioral data,2:00:00
OS91457,7/25/2012,Obs1,6:09:38,6:20:38,Field work - trails,0:11:00
OS91457,7/25/2012,Obs1,6:20:52,17:00:52,Field work - behavioral data,10:40:00
OS92231,7/25/2012,Obs4,7:00:47,8:45:47,Field work - search for groups,1:45:00
OS92232,7/26/2012,Obs4,8:00:38,9:00:38,Field work - search for groups,1:00:00
OS91458,7/26/2012,Obs1,8:39:00,18:00:00,Field work - behavioral data,9:21:00
OS92232,7/26/2012,Obs4,9:00:48,17:20:48,Field work - behavioral data,8:20:00
OS91459,7/27/2012,Obs1,5:50:00,11:00:00,Field work - other,5:10:00
OS92235,7/29/2012,Obs4,6:00:10,12:00:10,Field work - other,6:00:00
OS91463,7/31/2012,Obs1,8:45:17,9:20:17,Field work - search for groups,0:35:00
OS92237,7/31/2012,Obs4,8:45:41,9:20:41,Field work - search for groups,0:35:00
OS91463,7/31/2012,Obs1,9:20:43,13:11:43,Field work - behavioral data,3:51:00
OS92237,7/31/2012,Obs4,9:21:10,12:10:10,Field work - behavioral data,2:49:00
OS91463,7/31/2012,Obs1,13:11:55,13:20:55,Field work - returning to camp,0:09:00
OS92237,7/31/2012,Obs4,15:00:12,17:30:12,Field work - behavioral data,2:30:00
OS91463,7/31/2012,Obs1,15:16:22,15:35:22,Field work - search for groups,0:19:00
OS91463,7/31/2012,Obs1,15:35:37,18:00:37,Field work - behavioral data,2:25:00
OS91463,7/31/2012,Obs1,18:00:56,18:07:56,Field work - returning to camp,0:07:00
OS91464,8/1/2012,Obs1,5:40:20,5:49:20,Field work - trails,0:09:00
OS92238,8/1/2012,Obs4,5:40:30,5:50:30,Field work - search for groups,0:10:00
OS91464,8/1/2012,Obs1,5:49:34,7:30:34,Field work - behavioral data,1:41:00
OS92238,8/1/2012,Obs4,5:50:46,6:01:46,Field work - behavioral data,0:11:00
OS91464,8/1/2012,Obs1,7:30:50,7:39:50,Field work - returning to camp,0:09:00
OS91464,8/1/2012,Obs1,13:30:17,14:00:17,Field work - search for groups,0:30:00
OS91464,8/1/2012,Obs1,14:00:27,18:00:27,Field work - behavioral data,4:00:00
OS91464,8/1/2012,Obs1,18:00:39,18:15:39,Field work - returning to camp,0:15:00
OS91465,8/2/2012,Obs1,5:25:22,5:34:22,Field work - trails,0:09:00
OS92239,8/2/2012,Obs4,5:30:51,7:40:51,Field work - behavioral data,2:10:00
OS91465,8/2/2012,Obs1,5:34:36,12:00:36,Field work - other,6:26:00
OS92239,8/2/2012,Obs4,11:30:32,12:00:32,Field work - search for groups,0:30:00
OS91465,8/2/2012,Obs1,12:00:38,12:10:38,Field work - returning to camp,0:10:00
OS92239,8/2/2012,Obs4,12:00:41,17:20:41,Field work - behavioral data,5:20:00
OS92240,8/3/2012,Obs4,7:30:50,12:40:50,Field work - search for groups,5:10:00
OS92240,8/3/2012,Obs4,15:30:50,17:40:50,Field work - behavioral data,2:10:00
OS91467,8/4/2012,Obs1,8:30:06,9:04:06,Field work - search for groups,0:34:00
OS92241,8/4/2012,Obs4,8:45:27,9:31:27,Field work - search for groups,0:46:00
OS91467,8/4/2012,Obs1,9:04:17,14:00:17,Field work - behavioral data,4:56:00
OS92241,8/4/2012,Obs4,9:32:05,17:52:05,Field work - behavioral data,8:20:00
OS91467,8/4/2012,Obs1,14:00:26,15:57:26,Field work - search for groups,1:57:00
OS91467,8/4/2012,Obs1,15:57:57,16:50:57,Field work - behavioral data,0:53:00
OS91468,8/5/2012,Obs1,5:51:59,5:55:59,Field work - trails,0:04:00
OS91468,8/5/2012,Obs1,5:55:07,17:30:07,Field work - behavioral data,11:35:00
OS92242,8/5/2012,Obs4,7:00:41,14:00:41,Field work - other,7:00:00
OS91468,8/5/2012,Obs1,17:30:53,17:40:53,Field work - returning to camp,0:10:00
OS92243,8/6/2012,Obs4,5:45:40,14:20:40,Field work - behavioral data,8:35:00
OS91469,8/6/2012,Obs1,8:30:36,11:30:36,Field work - other,3:00:00
OS92243,8/6/2012,Obs4,14:20:04,16:30:04,Field work - search for groups,2:10:00
OS91470,8/7/2012,Obs1,7:30:17,8:15:17,Field work - search for groups,0:45:00
OS91470,8/7/2012,Obs1,8:15:28,16:30:28,Field work - behavioral data,8:15:00
OS91470,8/7/2012,Obs1,16:30:37,17:00:37,Field work - returning to camp,0:30:00
OS91471,8/8/2012,Obs1,6:09:38,6:20:38,Field work - trails,0:11:00
OS91471,8/8/2012,Obs1,6:20:48,16:20:48,Field work - behavioral data,10:00:00
OS92245,8/8/2012,Obs4,12:30:32,16:20:32,Field work - behavioral data,3:50:00
OS91471,8/8/2012,Obs1,16:20:57,16:40:57,Field work - returning to camp,0:20:00
OS91472,8/9/2012,Obs1,7:30:38,8:30:38,Field work - trails,1:00:00
OS91472,8/9/2012,Obs1,8:30:59,10:12:59,Field work - search for groups,1:42:00
OS91472,8/9/2012,Obs1,10:12:23,13:40:23,Field work - other,3:28:00
OS91474,8/11/2012,Obs1,13:00:35,13:30:35,Field work - search for groups,0:30:00
OS91474,8/11/2012,Obs1,13:30:55,17:50:55,Field work - behavioral data,4:20:00
OS91474,8/11/2012,Obs1,17:50:29,18:00:00,Field work - returning to camp,0:09:31
OS91475,8/12/2012,Obs1,5:50:45,6:00:45,Field work - trails,0:10:00
OS92249,8/12/2012,Obs4,6:00:46,6:28:46,Field work - search for groups,0:28:00
OS91475,8/12/2012,Obs1,6:00:54,15:16:54,Field work - behavioral data,9:16:00
OS92249,8/12/2012,Obs4,6:29:20,17:30:20,Field work - behavioral data,11:01:00
OS91476,8/13/2012,Obs1,7:07:35,7:24:35,Field work - search for groups,0:17:00
OS91476,8/13/2012,Obs1,7:24:01,12:10:01,Field work - behavioral data,4:46:00
OS92250,8/13/2012,Obs4,8:00:02,12:30:02,Field work - search for groups,4:30:00
OS91476,8/13/2012,Obs1,12:10:05,12:58:05,Field work - trails,0:48:00
OS91476,8/13/2012,Obs1,12:58:15,16:50:15,Field work - behavioral data,3:52:00
OS91476,8/13/2012,Obs1,16:50:07,17:00:00,Field work - returning to camp,0:09:53
OS91477,8/14/2012,Obs1,8:17:53,9:06:00,Field work - search for groups,0:48:07
OS91477,8/14/2012,Obs1,9:06:00,16:02:00,Field work - habituation,6:56:00
OS91477,8/14/2012,Obs1,9:06:03,16:02:03,Field work - habituation,6:56:00
OS91477,8/14/2012,Obs1,16:02:00,16:15:00,Field work - returning to camp,0:13:00
OS92252,8/15/2012,Obs4,6:30:57,7:32:57,Field work - search for groups,1:02:00
OS92252,8/15/2012,Obs4,7:33:08,16:20:08,Field work - behavioral data,8:47:00
OS92254,8/17/2012,Obs4,7:00:02,7:15:02,Field work - search for groups,0:15:00
OS91480,8/17/2012,Obs1,7:14:50,7:24:50,Field work - search for groups,0:10:00
OS92254,8/17/2012,Obs4,7:15:36,11:30:36,Field work - behavioral data,4:15:00
OS91480,8/17/2012,Obs1,7:24:02,17:27:02,Field work - behavioral data,10:03:00
OS92254,8/17/2012,Obs4,11:30:10,16:30:10,Field work - search for groups,5:00:00
OS91480,8/17/2012,Obs1,17:27:54,17:40:54,Field work - returning to camp,0:13:00
OS91481,8/18/2012,Obs1,7:52:25,11:10:25,Field work - search for groups,3:18:00
OS92255,8/18/2012,Obs4,8:00:35,14:00:35,Field work - habituation,6:00:00
OS91481,8/18/2012,Obs1,11:10:35,14:00:35,Field work - habituation,2:50:00
OS92256,8/19/2012,Obs4,6:30:22,7:33:22,Field work - search for groups,1:03:00
OS91482,8/19/2012,Obs1,7:30:14,7:40:14,Field work - trails,0:10:00
OS92256,8/19/2012,Obs4,7:33:11,17:30:11,Field work - behavioral data,9:57:00
OS91482,8/19/2012,Obs1,7:40:26,11:40:26,Field work - habituation,4:00:00
OS91482,8/19/2012,Obs1,11:40:00,12:00:00,Field work - search for groups,0:20:00
OS91482,8/19/2012,Obs1,12:00:12,12:30:12,Field work - returning to camp,0:30:00
OS91482,8/19/2012,Obs1,12:30:28,12:40:28,Field work - search for groups,0:10:00
OS91482,8/19/2012,Obs1,12:40:39,17:07:39,Field work - habituation,4:27:00
OS91483,8/20/2012,Obs1,5:50:03,6:00:03,Field work - trails,0:10:00
OS91483,8/20/2012,Obs1,6:00:21,6:20:21,Field work - search for groups,0:20:00
OS92257,8/20/2012,Obs4,6:05:38,6:18:38,Field work - search for groups,0:13:00
OS92257,8/20/2012,Obs4,6:18:50,17:20:50,Field work - behavioral data,11:02:00
OS91483,8/20/2012,Obs1,6:20:31,17:05:31,Field work - behavioral data,10:45:00
OS91483,8/20/2012,Obs1,17:05:43,17:15:43,Field work - returning to camp,0:10:00
OS92258,8/21/2012,Obs4,7:30:18,12:00:18,Field work - other,4:30:00
OS91486,8/23/2012,Obs1,7:00:19,7:45:19,Field work - trails,0:45:00
OS91486,8/23/2012,Obs1,7:45:46,8:50:46,Field work - search for groups,1:05:00
OS91486,8/23/2012,Obs1,8:50:56,16:26:56,Field work - habituation,7:36:00
OS91486,8/23/2012,Obs1,16:26:08,17:26:00,Field work - returning to camp,0:59:52
OS91487,8/24/2012,Obs1,8:53:12,11:30:12,Field work - search for groups,2:37:00
OS92261,8/24/2012,Obs4,9:00:09,10:17:09,Field work - search for groups,1:17:00
OS92261,8/24/2012,Obs4,10:17:55,16:20:55,Field work - behavioral data,6:03:00
OS92262,8/25/2012,Obs4,6:44:09,9:20:09,Field work - behavioral data,2:36:00
OS91488,8/25/2012,Obs1,7:27:47,8:00:47,Field work - search for groups,0:33:00
OS91488,8/25/2012,Obs1,8:00:24,8:10:24,Field work - returning to camp,0:10:00
OS91488,8/25/2012,Obs1,13:44:41,14:10:41,Field work - behavioral data,0:26:00
OS91488,8/25/2012,Obs1,15:00:12,18:00:12,Field work - behavioral data,3:00:00
OS91489,8/26/2012,Obs1,6:28:00,6:35:00,Field work - search for groups,0:07:00
OS91489,8/26/2012,Obs1,6:35:20,8:23:20,Field work - behavioral data,1:48:00
OS91489,8/26/2012,Obs1,8:23:34,11:50:34,Field work - search for groups,3:27:00
OS92263,8/26/2012,Obs4,9:00:06,10:51:06,Field work - search for groups,1:51:00
OS92263,8/26/2012,Obs4,10:51:51,17:00:51,Field work - behavioral data,6:09:00
OS91489,8/26/2012,Obs1,13:50:54,16:30:54,Field work - search for groups,2:40:00
OS92264,8/27/2012,Obs4,6:37:57,10:51:57,Field work - search for groups,4:14:00
OS91490,8/27/2012,Obs1,8:10:20,10:10:20,Field work - search for groups,2:00:00
OS91490,8/27/2012,Obs1,10:10:09,16:33:09,Field work - habituation,6:23:00
OS92264,8/27/2012,Obs4,10:51:11,17:20:11,Field work - behavioral data,6:29:00
OS91490,8/27/2012,Obs1,16:33:51,17:33:51,Field work - returning to camp,1:00:00
OS91492,8/29/2012,Obs1,12:16:00,14:45:00,Field work - behavioral data,2:29:00
OS92266,8/29/2012,Obs4,13:00:08,15:45:08,Field work - behavioral data,2:45:00
OS91493,8/30/2012,Obs1,7:02:18,7:10:18,Field work - mapping trees,0:08:00
OS91493,8/30/2012,Obs1,7:10:30,7:20:30,Field work - search for groups,0:10:00
OS91493,8/30/2012,Obs1,7:20:39,13:14:39,Field work - behavioral data,5:54:00
OS92267,8/30/2012,Obs4,8:20:30,9:40:30,Field work - search for groups,1:20:00
OS92267,8/30/2012,Obs4,9:41:25,14:45:25,Field work - mapping trees,5:04:00
OS91493,8/30/2012,Obs1,13:14:56,14:00:56,Field work - mapping trees,0:46:00
OS91493,8/30/2012,Obs1,14:00:14,14:24:14,Field work - search for groups,0:24:00
OS91493,8/30/2012,Obs1,14:24:41,17:00:41,Field work - behavioral data,2:36:00
OS91493,8/30/2012,Obs1,17:00:50,17:20:50,Field work - returning to camp,0:20:00
OS91494,8/31/2012,Obs1,10:00:51,16:20:51,Field work - habituation,6:20:00
OS91494,8/31/2012,Obs1,16:20:06,17:30:06,Field work - returning to camp,1:10:00
OS92269,9/2/2012,Obs4,7:00:05,7:33:05,Field work - search for groups,0:33:00
OS92269,9/2/2012,Obs4,7:33:14,11:45:14,Field work - behavioral data,4:12:00
OS92273,9/15/2012,Obs4,8:20:43,9:10:43,Field work - search for groups,0:50:00
OS91499,9/15/2012,Obs1,8:40:52,9:11:52,Field work - search for groups,0:31:00
OS92273,9/15/2012,Obs4,9:10:24,17:23:24,Field work - behavioral data,8:13:00
OS91499,9/15/2012,Obs1,9:11:01,17:35:01,Field work - behavioral data,8:24:00
OS91499,9/15/2012,Obs1,17:35:08,18:00:08,Field work - returning to camp,0:25:00
OS91500,9/16/2012,Obs1,5:50:55,6:10:55,Field work - search for groups,0:20:00
OS92274,9/16/2012,Obs4,6:00:49,6:05:49,Field work - search for groups,0:05:00
OS92274,9/16/2012,Obs4,6:05:00,17:20:00,Field work - behavioral data,11:15:00
OS91500,9/16/2012,Obs1,6:10:08,6:20:08,Field work - returning to camp,0:10:00
OS91500,9/16/2012,Obs1,6:20:37,7:10:37,Field work - search for groups,0:50:00
OS91500,9/16/2012,Obs1,7:10:20,17:35:20,Field work - behavioral data,10:25:00
OS91500,9/16/2012,Obs1,17:35:56,18:00:56,Field work - returning to camp,0:25:00
OS92275,9/17/2012,Obs4,6:00:06,9:00:06,Field work - behavioral data,3:00:00
